what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1271526286203
arch,sysinfo,,,"x86",1271526286203
ws,sysinfo,,,"win32",1271526286203
locale,sysinfo,,,"pt_BR",1271526286203
processors,sysinfo,,,"4",1271526286203
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1271526286203
java.runtime.version,sysinfo,,,"1.6.0_18-b07",1271526286203
java.specification.name,sysinfo,,,"Java Platform API Specification",1271526286203
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1271526286203
java.specification.version,sysinfo,,,"1.6",1271526286203
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1271526286203
java.version,sysinfo,,,"1.6.0_18",1271526286203
java.vm.info,sysinfo,,,"mixed mode, sharing",1271526286203
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1271526286203
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1271526286203
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1271526286203
java.vm.specification.version,sysinfo,,,"1.0",1271526286203
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1271526286203
java.vm.version,sysinfo,,,"16.0-b13",1271526286203
started,bundle,org.hibernate.eclipse.jdt.ui,3.2.4.GA-R200905070146-H18,"org.hibernate.eclipse.jdt.ui",1271526286406
started,bundle,org.hibernate.eclipse.console,3.2.4.GA-R200905070146-H18,"org.hibernate.eclipse.console",1271526286734
started,bundle,org.eclipse.jdt.apt.core,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.core",1271526286749
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.200.v20090526-2130,"org.eclipse.jdt.apt.pluggable.core",1271526286749
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1271526286780
started,bundle,org.eclipse.ui.navigator,3.4.0.I20090525-2000,"org.eclipse.ui.navigator",1271526297660
